clienteId,transaccionId,fecha,canal,ipOrigen
CL-0813,TX-01813,2024-08-13,POS,84.235.122.253
CL-0814,TX-01814,2023-01-25,app_movil,84.212.127.220
CL-0815,TX-01815,2023-02-22,online,168.14.173.249
CL-0816,TX-01816,2023-07-26,app_movil,47.185.74.235
CL-0817,TX-01817,2023-02-06,POS,88.56.177.167
CL-0818,TX-01818,2023-04-25,POS,34.159.18.194
CL-0819,TX-01819,2023-08-22,ATM,88.208.111.141
CL-0820,TX-01820,2024-08-07,transferencia,168.6.202.127
CL-0821,TX-01821,2024-09-17,app_movil,74.42.127.17
CL-0822,TX-01822,2023-11-13,transferencia,102.234.29.115
CL-0823,TX-01823,2024-09-23,transferencia,98.78.171.31
CL-0824,TX-01824,2023-01-27,app_movil,108.241.114.168
CL-0825,TX-01825,2023-03-05,POS,138.247.25.235
CL-0826,TX-01826,2023-05-31,app_movil,38.111.218.104
CL-0827,TX-01827,2024-09-08,ATM,136.225.210.44
CL-0828,TX-01828,2024-12-24,ATM,67.140.75.174
CL-0829,TX-01829,2023-09-01,POS,108.42.35.185
CL-0830,TX-01830,2023-07-12,app_movil,93.105.63.148
CL-0831,TX-01831,2023-03-29,app_movil,170.54.57.18
CL-0832,TX-01832,2024-02-13,POS,180.93.56.104
CL-0833,TX-01833,2024-08-18,online,205.249.16.222
CL-0834,TX-01834,2023-06-02,online,55.42.102.59
CL-0835,TX-01835,2024-11-27,online,55.99.59.218
CL-0836,TX-01836,2023-06-08,ATM,207.82.83.3
CL-0837,TX-01837,2024-02-14,POS,195.47.28.252
CL-0838,TX-01838,2024-12-12,app_movil,165.71.164.4
CL-0839,TX-01839,2024-03-06,POS,108.246.213.44
CL-0840,TX-01840,2024-09-03,transferencia,98.188.93.79
CL-0841,TX-01841,2023-05-22,app_movil,202.101.66.27
CL-0842,TX-01842,2023-12-22,transferencia,107.123.86.195
CL-0843,TX-01843,2024-11-27,POS,114.156.233.66
CL-0844,TX-01844,2023-07-22,POS,222.167.197.28
CL-0845,TX-01845,2023-06-01,online,210.43.115.160
CL-0846,TX-01846,2023-04-21,online,213.209.137.119
CL-0847,TX-01847,2024-11-29,ATM,150.34.245.222
CL-0848,TX-01848,2023-04-14,ATM,52.13.24.212
CL-0849,TX-01849,2024-07-26,online,217.99.4.165
CL-0850,TX-01850,2023-01-25,ATM,141.115.187.200
CL-0851,TX-01851,2023-11-22,online,144.222.77.202
CL-0852,TX-01852,2024-03-26,online,174.55.203.199
CL-0853,TX-01853,2023-07-20,POS,6.176.67.56
CL-0854,TX-01854,2023-09-24,POS,10.27.114.238
CL-0855,TX-01855,2023-04-21,transferencia,55.193.149.204
CL-0856,TX-01856,2023-02-03,ATM,200.148.79.127
CL-0857,TX-01857,2024-07-18,transferencia,158.139.0.224
CL-0858,TX-01858,2024-11-21,online,170.207.236.212
CL-0859,TX-01859,2024-06-10,POS,115.191.129.171
CL-0860,TX-01860,2023-07-20,online,86.62.218.96
CL-0861,TX-01861,2023-08-11,app_movil,220.9.95.140
CL-0862,TX-01862,2023-10-25,ATM,72.140.42.216
CL-0863,TX-01863,2023-09-04,app_movil,216.183.145.209
CL-0864,TX-01864,2023-05-11,ATM,15.102.101.217
CL-0865,TX-01865,2024-01-19,app_movil,189.101.165.74
CL-0866,TX-01866,2024-09-01,app_movil,195.28.98.115
CL-0867,TX-01867,2023-05-24,app_movil,16.89.92.171
CL-0868,TX-01868,2024-07-21,ATM,123.227.128.230
CL-0869,TX-01869,2024-03-30,transferencia,107.62.66.161
CL-0870,TX-01870,2024-05-18,transferencia,183.55.46.120
CL-0871,TX-01871,2024-10-15,POS,147.37.221.192
CL-0872,TX-01872,2023-01-02,app_movil,11.252.70.100
CL-0873,TX-01873,2023-10-06,online,20.124.176.45
CL-0874,TX-01874,2023-10-16,ATM,180.103.9.138
CL-0875,TX-01875,2023-09-22,POS,5.153.31.44
CL-0876,TX-01876,2023-02-27,app_movil,161.223.90.187
CL-0877,TX-01877,2023-07-10,ATM,42.30.142.113
CL-0878,TX-01878,2023-08-10,transferencia,44.3.155.241
CL-0879,TX-01879,2024-11-18,online,41.93.53.169
CL-0880,TX-01880,2024-04-22,transferencia,174.204.65.72
CL-0881,TX-01881,2024-08-12,app_movil,191.41.105.151
CL-0882,TX-01882,2024-02-21,online,33.236.195.115
CL-0883,TX-01883,2023-04-29,app_movil,198.224.124.208
CL-0884,TX-01884,2023-12-07,ATM,223.192.154.75
CL-0885,TX-01885,2024-08-04,online,25.141.77.195
CL-0886,TX-01886,2024-02-27,ATM,132.133.229.220
CL-0887,TX-01887,2023-12-08,app_movil,65.84.241.171
CL-0888,TX-01888,2024-09-23,transferencia,75.132.223.132
CL-0889,TX-01889,2023-06-12,transferencia,213.252.125.5
CL-0890,TX-01890,2024-02-03,POS,152.44.82.223
CL-0891,TX-01891,2023-11-13,online,51.163.90.49
CL-0892,TX-01892,2023-01-21,app_movil,109.58.42.150
CL-0893,TX-01893,2023-08-26,app_movil,61.83.81.121
CL-0894,TX-01894,2024-05-15,app_movil,177.75.10.249
CL-0895,TX-01895,2023-04-11,app_movil,147.170.108.79
CL-0896,TX-01896,2024-02-22,ATM,118.57.1.41
CL-0897,TX-01897,2023-06-06,POS,197.200.208.210
CL-0898,TX-01898,2024-12-17,ATM,91.203.13.232
CL-0899,TX-01899,2023-03-07,transferencia,174.124.251.210
CL-0900,TX-01900,2024-04-01,online,44.55.45.230
CL-0901,TX-01901,2023-09-04,online,199.3.129.14
CL-0902,TX-01902,2024-05-21,POS,2.40.108.223
CL-0903,TX-01903,2024-01-27,transferencia,143.195.26.178
CL-0904,TX-01904,2023-11-11,ATM,27.218.74.50
CL-0905,TX-01905,2023-10-25,transferencia,60.182.159.218
CL-0906,TX-01906,2023-05-01,online,187.233.53.39
CL-0907,TX-01907,2023-09-27,online,198.193.214.195
CL-0908,TX-01908,2023-10-25,transferencia,93.172.49.11
CL-0909,TX-01909,2023-07-19,app_movil,134.144.167.160
CL-0910,TX-01910,2024-04-09,POS,64.29.219.198
CL-0911,TX-01911,2023-06-13,POS,162.253.115.100
CL-0912,TX-01912,2023-06-18,app_movil,189.96.108.47
CL-0913,TX-01913,2024-11-12,app_movil,178.174.117.93
CL-0914,TX-01914,2023-03-04,POS,82.11.142.195
CL-0915,TX-01915,2024-08-14,transferencia,92.235.117.17
CL-0916,TX-01916,2024-04-05,ATM,44.128.250.47
CL-0917,TX-01917,2024-11-06,online,69.2.72.117
CL-0918,TX-01918,2024-04-07,ATM,210.17.254.72
CL-0919,TX-01919,2023-06-16,transferencia,201.178.31.182
CL-0920,TX-01920,2024-09-29,ATM,212.115.240.184
CL-0921,TX-01921,2023-11-25,online,191.150.0.24
CL-0922,TX-01922,2024-11-22,POS,191.207.171.224
CL-0923,TX-01923,2023-12-15,app_movil,85.68.150.242
CL-0924,TX-01924,2024-06-16,app_movil,30.119.14.102
CL-0925,TX-01925,2023-10-30,online,12.26.55.30
CL-0926,TX-01926,2024-06-17,online,110.63.69.42
CL-0927,TX-01927,2023-12-06,transferencia,111.105.33.98
CL-0928,TX-01928,2024-12-10,POS,142.81.78.92
CL-0929,TX-01929,2023-11-14,online,100.31.81.44
CL-0930,TX-01930,2024-12-08,online,104.131.74.116
CL-0931,TX-01931,2023-04-16,ATM,222.162.239.104
CL-0932,TX-01932,2023-12-19,transferencia,133.9.157.250
CL-0933,TX-01933,2023-01-27,transferencia,139.28.140.255
CL-0934,TX-01934,2023-08-24,online,126.187.40.29
CL-0935,TX-01935,2024-09-03,POS,52.95.18.146
CL-0936,TX-01936,2023-04-28,app_movil,15.49.4.176
CL-0937,TX-01937,2024-03-12,POS,184.110.78.140
CL-0938,TX-01938,2023-04-16,POS,4.95.180.141
CL-0939,TX-01939,2023-05-01,transferencia,173.217.85.160
CL-0940,TX-01940,2023-08-08,ATM,172.184.191.227
CL-0941,TX-01941,2024-09-29,online,32.158.238.9
CL-0942,TX-01942,2023-06-25,app_movil,10.246.120.190
CL-0943,TX-01943,2024-08-03,POS,59.159.218.203
CL-0944,TX-01944,2023-08-02,online,87.26.32.156
CL-0945,TX-01945,2023-06-29,app_movil,113.146.37.170
CL-0946,TX-01946,2023-11-16,transferencia,80.222.97.99
CL-0947,TX-01947,2024-05-23,online,195.131.111.63
CL-0948,TX-01948,2023-02-23,transferencia,151.87.245.191
CL-0949,TX-01949,2023-12-12,transferencia,105.8.32.44
CL-0950,TX-01950,2023-12-06,POS,29.12.79.127
CL-0951,TX-01951,2024-09-17,ATM,188.241.30.20
CL-0952,TX-01952,2023-11-03,transferencia,15.32.176.20
CL-0953,TX-01953,2023-07-07,app_movil,147.110.232.223
CL-0954,TX-01954,2024-04-20,POS,88.148.243.117
CL-0955,TX-01955,2023-06-28,transferencia,70.4.215.70
CL-0956,TX-01956,2023-10-16,ATM,196.42.28.184
CL-0957,TX-01957,2023-11-28,ATM,116.213.203.96
CL-0958,TX-01958,2024-08-27,online,219.64.150.2
CL-0959,TX-01959,2023-12-03,POS,161.61.65.55
CL-0960,TX-01960,2024-10-09,transferencia,111.237.195.2
CL-0961,TX-01961,2024-09-09,online,204.139.205.203
CL-0962,TX-01962,2024-10-22,online,89.66.24.28
CL-0963,TX-01963,2024-11-26,transferencia,210.80.49.156
CL-0964,TX-01964,2024-07-15,transferencia,68.116.246.8
CL-0965,TX-01965,2023-05-06,app_movil,116.191.214.144
CL-0966,TX-01966,2024-08-01,ATM,174.142.88.122
CL-0967,TX-01967,2023-10-16,POS,152.48.68.46
CL-0968,TX-01968,2024-09-25,app_movil,39.38.227.48
CL-0969,TX-01969,2024-06-16,online,64.17.124.58
CL-0970,TX-01970,2023-11-03,online,6.98.218.40
CL-0971,TX-01971,2024-10-04,POS,57.238.8.241
CL-0972,TX-01972,2024-07-14,transferencia,31.203.127.156
CL-0973,TX-01973,2023-05-04,online,44.247.182.123
CL-0974,TX-01974,2023-01-03,online,138.166.31.227
CL-0975,TX-01975,2023-01-31,transferencia,42.247.96.29
CL-0976,TX-01976,2023-08-05,app_movil,186.245.188.199
CL-0977,TX-01977,2024-07-23,transferencia,46.9.82.52
CL-0978,TX-01978,2024-07-05,online,204.208.65.158
CL-0979,TX-01979,2024-09-26,POS,57.45.237.240
CL-0980,TX-01980,2024-11-19,POS,20.98.50.173
CL-0981,TX-01981,2024-10-22,app_movil,211.47.24.109
CL-0982,TX-01982,2023-12-29,POS,134.105.212.237
CL-0983,TX-01983,2024-08-23,transferencia,88.65.126.22
CL-0984,TX-01984,2023-09-25,online,204.54.31.125
CL-0985,TX-01985,2024-01-03,app_movil,70.20.94.240
CL-0986,TX-01986,2023-09-06,online,60.133.111.79
CL-0987,TX-01987,2023-04-26,transferencia,3.172.106.225
CL-0988,TX-01988,2023-08-28,POS,106.183.215.103
CL-0989,TX-01989,2023-09-30,ATM,169.8.142.21
CL-0990,TX-01990,2023-04-11,app_movil,173.99.209.249
CL-0991,TX-01991,2024-06-06,transferencia,170.65.244.192
CL-0992,TX-01992,2024-11-22,transferencia,133.43.254.28
CL-0993,TX-01993,2023-02-25,transferencia,177.211.176.122
CL-0994,TX-01994,2024-05-17,ATM,78.129.117.206
CL-0995,TX-01995,2023-04-25,online,156.224.173.75
CL-0996,TX-01996,2024-09-29,ATM,190.218.90.226
CL-0997,TX-01997,2023-05-17,ATM,90.243.246.64
CL-0998,TX-01998,2024-10-31,POS,154.131.169.70
CL-0999,TX-01999,2024-11-23,POS,178.173.71.207
CL-1000,TX-02000,2024-04-29,POS,76.243.31.105
CL-0001,TX-02001,2023-09-09,POS,167.39.52.103
CL-0002,TX-02002,2023-06-16,app_movil,54.77.151.179
CL-0003,TX-02003,2024-03-04,transferencia,59.191.12.77
CL-0004,TX-02004,2024-04-07,POS,1.43.187.75
CL-0005,TX-02005,2023-04-19,POS,181.239.122.114
CL-0006,TX-02006,2024-10-13,app_movil,143.67.228.91
CL-0007,TX-02007,2024-12-13,transferencia,97.11.126.193
CL-0008,TX-02008,2023-09-20,POS,200.218.178.206
CL-0009,TX-02009,2023-05-16,transferencia,165.217.24.164
CL-0010,TX-02010,2024-08-22,transferencia,6.243.52.113
CL-0011,TX-02011,2024-03-25,transferencia,14.251.188.75
CL-0012,TX-02012,2023-02-26,ATM,73.246.249.33
CL-0013,TX-02013,2024-04-03,online,11.247.167.206
CL-0014,TX-02014,2023-09-27,online,93.163.152.70
CL-0015,TX-02015,2024-03-06,online,212.223.21.168
CL-0016,TX-02016,2023-11-22,transferencia,186.210.3.63
CL-0017,TX-02017,2024-02-08,transferencia,41.48.57.254
CL-0018,TX-02018,2023-01-26,transferencia,77.98.92.67
CL-0019,TX-02019,2023-09-01,transferencia,36.90.170.116
CL-0020,TX-02020,2024-05-26,app_movil,130.35.251.145
CL-0021,TX-02021,2023-05-16,ATM,72.132.124.31
CL-0022,TX-02022,2023-06-17,online,61.17.46.101
CL-0023,TX-02023,2024-06-23,POS,31.37.173.207
CL-0024,TX-02024,2023-07-04,ATM,75.149.141.96
CL-0025,TX-02025,2023-03-12,POS,29.57.168.151
CL-0026,TX-02026,2023-02-23,app_movil,148.95.178.225
CL-0027,TX-02027,2024-10-04,transferencia,213.120.195.63
CL-0028,TX-02028,2023-06-13,ATM,59.234.53.166
CL-0029,TX-02029,2024-04-16,transferencia,94.194.16.85
CL-0030,TX-02030,2023-06-12,ATM,89.51.90.151
CL-0031,TX-02031,2024-07-24,online,148.22.237.87
CL-0032,TX-02032,2024-11-15,transferencia,214.215.55.66
CL-0033,TX-02033,2024-07-28,transferencia,93.229.157.200
CL-0034,TX-02034,2023-09-19,ATM,109.194.209.49
CL-0035,TX-02035,2023-11-13,online,56.40.204.246
CL-0036,TX-02036,2024-09-02,app_movil,168.20.44.222
CL-0037,TX-02037,2023-07-09,transferencia,194.189.166.129
CL-0038,TX-02038,2023-03-24,POS,138.4.201.241
CL-0039,TX-02039,2023-10-28,app_movil,17.127.40.76
CL-0040,TX-02040,2024-05-06,app_movil,39.23.39.29
CL-0041,TX-02041,2023-03-27,app_movil,51.59.20.138
CL-0042,TX-02042,2024-03-18,transferencia,39.66.21.207
CL-0043,TX-02043,2024-05-30,online,92.254.27.61
CL-0044,TX-02044,2024-09-30,ATM,185.130.254.253
CL-0045,TX-02045,2023-03-20,transferencia,9.106.250.229
CL-0046,TX-02046,2024-06-02,POS,214.111.116.240
CL-0047,TX-02047,2024-07-01,online,69.24.240.1
CL-0048,TX-02048,2024-02-04,POS,21.202.72.53
CL-0049,TX-02049,2024-04-27,app_movil,75.148.208.164
CL-0050,TX-02050,2024-02-25,POS,19.179.96.0
CL-0051,TX-02051,2024-05-01,online,214.57.224.118
CL-0052,TX-02052,2023-04-04,app_movil,110.95.249.248
CL-0053,TX-02053,2024-02-02,online,115.182.146.106
CL-0054,TX-02054,2023-03-21,POS,203.59.248.30
CL-0055,TX-02055,2023-04-26,app_movil,69.27.73.238
CL-0056,TX-02056,2023-03-30,POS,164.212.214.159
CL-0057,TX-02057,2024-01-28,app_movil,19.128.50.5
CL-0058,TX-02058,2023-06-06,ATM,95.198.220.213
CL-0059,TX-02059,2024-12-21,app_movil,44.95.245.16
CL-0060,TX-02060,2023-11-01,POS,140.214.5.146
CL-0061,TX-02061,2023-08-19,POS,170.55.23.11
CL-0062,TX-02062,2023-09-19,ATM,68.102.98.110
CL-0063,TX-02063,2024-12-15,ATM,217.230.146.149
CL-0064,TX-02064,2023-12-31,app_movil,47.28.124.239
CL-0065,TX-02065,2023-06-24,ATM,192.159.13.9
CL-0066,TX-02066,2023-05-31,app_movil,43.107.61.34
CL-0067,TX-02067,2024-05-08,POS,118.188.16.178
CL-0068,TX-02068,2024-06-07,ATM,169.131.129.49
CL-0069,TX-02069,2024-01-25,app_movil,192.116.207.2
CL-0070,TX-02070,2023-04-05,transferencia,184.130.10.252
CL-0071,TX-02071,2023-12-22,ATM,207.95.122.193
CL-0072,TX-02072,2023-03-04,app_movil,166.209.123.3
CL-0073,TX-02073,2023-09-04,POS,85.3.81.141
CL-0074,TX-02074,2023-08-18,transferencia,209.240.240.17
CL-0075,TX-02075,2024-09-19,transferencia,112.30.130.117
CL-0076,TX-02076,2023-10-27,app_movil,44.124.137.123
CL-0077,TX-02077,2023-11-07,POS,188.212.225.67
CL-0078,TX-02078,2023-09-19,app_movil,106.137.17.71
CL-0079,TX-02079,2024-12-10,transferencia,181.248.138.202
CL-0080,TX-02080,2023-11-22,app_movil,150.254.29.185
CL-0081,TX-02081,2024-02-18,transferencia,203.127.89.108
CL-0082,TX-02082,2023-04-21,transferencia,182.125.1.112
CL-0083,TX-02083,2023-03-14,ATM,72.73.168.13
CL-0084,TX-02084,2023-08-10,ATM,64.192.102.255
CL-0085,TX-02085,2024-09-29,POS,140.0.97.161
CL-0086,TX-02086,2024-07-26,app_movil,184.137.151.181
CL-0087,TX-02087,2023-02-12,online,210.10.92.28
CL-0088,TX-02088,2023-03-08,ATM,53.23.245.105
CL-0089,TX-02089,2023-06-11,POS,30.17.219.118
CL-0090,TX-02090,2023-12-02,POS,164.231.219.48
CL-0091,TX-02091,2024-06-20,ATM,19.247.114.247
CL-0092,TX-02092,2023-07-14,POS,104.6.87.50
CL-0093,TX-02093,2023-04-14,app_movil,104.186.12.134
CL-0094,TX-02094,2024-05-02,transferencia,49.42.105.28
CL-0095,TX-02095,2023-05-27,POS,85.7.122.131
CL-0096,TX-02096,2023-03-28,online,138.129.19.182
CL-0097,TX-02097,2023-01-02,app_movil,46.34.26.161
CL-0098,TX-02098,2024-10-06,transferencia,88.40.99.112
CL-0099,TX-02099,2023-04-07,POS,212.91.112.31
CL-0100,TX-02100,2023-03-05,app_movil,21.246.192.149
CL-0101,TX-02101,2023-04-30,ATM,185.147.102.103
CL-0102,TX-02102,2023-04-09,ATM,178.232.253.123
CL-0103,TX-02103,2024-01-23,POS,93.192.0.52
CL-0104,TX-02104,2024-04-19,POS,98.32.61.49
CL-0105,TX-02105,2023-04-23,POS,162.48.1.207
CL-0106,TX-02106,2024-07-26,app_movil,94.114.38.110
CL-0107,TX-02107,2023-05-19,transferencia,153.214.48.208
CL-0108,TX-02108,2024-03-19,transferencia,7.11.197.45
CL-0109,TX-02109,2023-06-09,app_movil,157.148.26.92
CL-0110,TX-02110,2023-02-06,transferencia,153.96.234.136
CL-0111,TX-02111,2024-06-14,ATM,129.152.243.186
CL-0112,TX-02112,2023-12-06,online,55.170.155.128
CL-0113,TX-02113,2023-06-24,online,2.195.223.148
CL-0114,TX-02114,2024-01-19,ATM,101.160.163.154
CL-0115,TX-02115,2024-05-24,online,136.242.219.17
CL-0116,TX-02116,2024-12-07,ATM,70.134.84.177
CL-0117,TX-02117,2024-03-11,POS,78.191.28.1
CL-0118,TX-02118,2024-05-15,transferencia,137.62.108.225
CL-0119,TX-02119,2023-11-03,transferencia,212.209.204.229
CL-0120,TX-02120,2024-04-04,transferencia,48.135.18.102
CL-0121,TX-02121,2024-12-27,app_movil,115.83.12.34
CL-0122,TX-02122,2024-10-14,online,181.230.240.144
CL-0123,TX-02123,2024-09-01,app_movil,181.142.223.51
CL-0124,TX-02124,2023-09-29,online,166.225.54.141
CL-0125,TX-02125,2023-09-09,app_movil,136.211.223.120
CL-0126,TX-02126,2024-05-29,ATM,168.71.135.108
CL-0127,TX-02127,2024-04-20,ATM,76.254.146.170
CL-0128,TX-02128,2024-03-12,ATM,159.242.223.179
CL-0129,TX-02129,2024-05-26,transferencia,80.216.47.225
CL-0130,TX-02130,2023-12-17,online,220.105.163.84
CL-0131,TX-02131,2024-10-20,POS,11.73.66.166
CL-0132,TX-02132,2024-07-30,app_movil,89.220.246.135
CL-0133,TX-02133,2023-08-09,transferencia,174.171.195.206
CL-0134,TX-02134,2023-12-24,online,156.83.242.249
CL-0135,TX-02135,2024-03-01,ATM,30.26.0.160
CL-0136,TX-02136,2023-06-02,online,15.52.94.167
CL-0137,TX-02137,2023-07-26,transferencia,60.66.118.135
CL-0138,TX-02138,2024-01-10,POS,15.50.162.190
CL-0139,TX-02139,2023-04-28,POS,115.47.203.248
CL-0140,TX-02140,2023-06-07,transferencia,162.123.249.58
CL-0141,TX-02141,2023-04-26,online,185.245.167.215
CL-0142,TX-02142,2023-03-07,app_movil,75.163.162.19
CL-0143,TX-02143,2024-03-25,online,152.6.222.31
CL-0144,TX-02144,2024-01-15,ATM,218.160.147.9
CL-0145,TX-02145,2024-08-15,POS,162.44.71.129
CL-0146,TX-02146,2023-08-19,POS,73.69.210.226
CL-0147,TX-02147,2023-05-30,online,74.202.6.199
CL-0148,TX-02148,2024-06-22,transferencia,118.155.0.192
CL-0149,TX-02149,2023-08-20,app_movil,221.87.226.225
CL-0150,TX-02150,2024-04-14,ATM,62.93.4.48
CL-0151,TX-02151,2023-09-30,app_movil,30.19.161.238
CL-0152,TX-02152,2023-02-01,online,133.170.176.121
CL-0153,TX-02153,2024-06-02,POS,173.46.193.216
CL-0154,TX-02154,2024-12-26,POS,111.95.117.189
CL-0155,TX-02155,2023-12-31,online,107.69.11.205
CL-0156,TX-02156,2023-12-11,transferencia,3.222.211.166
CL-0157,TX-02157,2023-12-08,app_movil,176.199.250.81
CL-0158,TX-02158,2023-07-11,transferencia,173.207.201.188
CL-0159,TX-02159,2023-10-14,online,182.213.220.240
CL-0160,TX-02160,2024-02-14,online,37.248.233.127
CL-0161,TX-02161,2024-08-02,online,37.132.98.79
CL-0162,TX-02162,2024-01-25,app_movil,162.140.98.184
CL-0163,TX-02163,2023-08-09,app_movil,123.102.169.118
CL-0164,TX-02164,2024-10-05,POS,7.23.122.152
CL-0165,TX-02165,2024-11-05,ATM,119.117.40.109
CL-0166,TX-02166,2024-05-14,ATM,94.104.160.21
CL-0167,TX-02167,2024-06-27,online,25.198.207.67
CL-0168,TX-02168,2023-04-30,POS,143.52.12.66
CL-0169,TX-02169,2024-07-24,ATM,216.163.76.100
CL-0170,TX-02170,2023-12-11,transferencia,5.23.158.138
CL-0171,TX-02171,2024-07-14,online,52.90.181.48
CL-0172,TX-02172,2024-09-15,ATM,149.60.105.1
CL-0173,TX-02173,2023-10-13,POS,10.221.159.11
CL-0174,TX-02174,2023-08-07,ATM,178.218.216.58
CL-0175,TX-02175,2023-06-07,ATM,187.104.55.160
CL-0176,TX-02176,2024-11-08,transferencia,5.213.52.186
CL-0177,TX-02177,2024-05-07,ATM,151.47.212.5
CL-0178,TX-02178,2024-08-27,app_movil,210.1.245.211
CL-0179,TX-02179,2023-04-17,app_movil,25.4.29.55
CL-0180,TX-02180,2024-02-10,transferencia,91.23.223.29
CL-0181,TX-02181,2024-08-08,online,128.68.194.36
CL-0182,TX-02182,2024-10-14,POS,94.55.209.165
CL-0183,TX-02183,2023-05-09,POS,171.194.176.167
CL-0184,TX-02184,2024-02-23,POS,149.133.165.143
CL-0185,TX-02185,2023-06-25,POS,69.85.191.86
CL-0186,TX-02186,2024-12-12,online,124.142.127.161
CL-0187,TX-02187,2024-03-24,ATM,121.39.105.114
CL-0188,TX-02188,2023-07-23,online,76.232.135.125
CL-0189,TX-02189,2024-04-06,online,212.236.96.61
CL-0190,TX-02190,2024-03-06,POS,97.147.136.144
CL-0191,TX-02191,2023-09-08,transferencia,209.62.192.27
CL-0192,TX-02192,2023-07-21,ATM,148.123.250.182
CL-0193,TX-02193,2024-01-24,app_movil,15.249.73.249
CL-0194,TX-02194,2023-12-11,POS,206.168.52.86
CL-0195,TX-02195,2024-11-20,POS,214.245.72.99
CL-0196,TX-02196,2023-02-18,ATM,122.145.190.210
CL-0197,TX-02197,2024-01-30,online,111.159.239.136
CL-0198,TX-02198,2023-03-07,POS,19.89.6.205
CL-0199,TX-02199,2024-06-16,online,68.240.240.58
CL-0200,TX-02200,2023-03-10,app_movil,88.234.57.101
CL-0201,TX-02201,2024-10-09,transferencia,118.179.220.119
CL-0202,TX-02202,2024-10-08,ATM,134.30.180.238
CL-0203,TX-02203,2023-08-14,POS,59.226.79.49
CL-0204,TX-02204,2023-05-12,transferencia,96.180.153.46
CL-0205,TX-02205,2024-01-06,transferencia,189.166.161.98
CL-0206,TX-02206,2024-03-26,POS,135.44.247.121
CL-0207,TX-02207,2024-09-03,ATM,26.231.126.106
CL-0208,TX-02208,2024-06-06,transferencia,171.142.132.32
CL-0209,TX-02209,2024-05-15,online,216.161.217.233
CL-0210,TX-02210,2024-08-06,transferencia,163.175.175.228
CL-0211,TX-02211,2023-07-06,app_movil,107.70.76.95
CL-0212,TX-02212,2024-01-14,ATM,8.210.180.176
CL-0213,TX-02213,2024-03-10,online,57.16.104.138
CL-0214,TX-02214,2023-06-23,ATM,6.94.174.47
CL-0215,TX-02215,2023-04-06,ATM,167.203.108.165
CL-0216,TX-02216,2023-07-26,ATM,190.249.95.249
CL-0217,TX-02217,2024-10-11,online,47.3.195.194
CL-0218,TX-02218,2024-03-14,online,181.10.168.150
CL-0219,TX-02219,2024-05-15,transferencia,118.182.39.232
CL-0220,TX-02220,2023-11-30,POS,18.35.252.153
CL-0221,TX-02221,2023-12-26,online,15.56.246.32
CL-0222,TX-02222,2024-01-24,ATM,124.14.117.251
CL-0223,TX-02223,2024-09-26,app_movil,221.65.253.3
CL-0224,TX-02224,2023-09-30,ATM,192.94.132.108
CL-0225,TX-02225,2023-09-02,online,90.106.194.254
CL-0226,TX-02226,2023-03-31,ATM,155.91.250.84
CL-0227,TX-02227,2024-09-27,ATM,100.224.140.150
CL-0228,TX-02228,2024-12-31,online,166.223.229.208
CL-0229,TX-02229,2023-08-27,POS,196.164.2.116
CL-0230,TX-02230,2023-04-08,app_movil,194.20.74.9
CL-0231,TX-02231,2023-04-25,transferencia,169.168.84.14
CL-0232,TX-02232,2023-10-09,ATM,9.58.195.79
CL-0233,TX-02233,2024-12-01,transferencia,182.47.201.56
CL-0234,TX-02234,2024-11-11,ATM,122.195.149.206
CL-0235,TX-02235,2024-05-28,app_movil,186.59.29.250
CL-0236,TX-02236,2024-10-19,transferencia,182.62.79.170
CL-0237,TX-02237,2024-10-02,online,220.30.14.48
CL-0238,TX-02238,2024-05-03,online,55.2.67.42
CL-0239,TX-02239,2024-09-08,POS,154.99.193.47
CL-0240,TX-02240,2024-08-26,transferencia,22.159.77.104
CL-0241,TX-02241,2024-07-05,transferencia,116.6.13.24
CL-0242,TX-02242,2024-02-12,app_movil,88.174.35.57
CL-0243,TX-02243,2023-05-30,transferencia,64.72.34.202
CL-0244,TX-02244,2023-08-22,app_movil,125.214.57.155
CL-0245,TX-02245,2023-06-22,online,136.217.183.104
CL-0246,TX-02246,2023-08-17,online,189.80.62.233
CL-0247,TX-02247,2024-03-23,online,64.101.104.215
CL-0248,TX-02248,2024-10-09,POS,178.198.120.89
CL-0249,TX-02249,2023-11-21,transferencia,9.223.235.120
CL-0250,TX-02250,2024-08-04,app_movil,146.187.229.82
CL-0251,TX-02251,2023-07-20,POS,119.82.238.40
CL-0252,TX-02252,2023-05-04,POS,91.79.201.242
CL-0253,TX-02253,2023-11-08,transferencia,198.236.91.118
CL-0254,TX-02254,2023-03-09,online,208.67.194.3
CL-0255,TX-02255,2023-11-16,online,10.156.68.50
CL-0256,TX-02256,2024-04-06,online,104.99.97.122
CL-0257,TX-02257,2023-09-12,ATM,107.45.102.44
CL-0258,TX-02258,2024-10-03,ATM,32.248.70.57
CL-0259,TX-02259,2023-03-18,app_movil,27.77.221.252
CL-0260,TX-02260,2024-10-19,online,41.85.115.253
CL-0261,TX-02261,2023-10-01,POS,122.137.19.46
CL-0262,TX-02262,2023-12-12,online,120.78.163.119
CL-0263,TX-02263,2023-05-28,app_movil,109.5.150.66
CL-0264,TX-02264,2023-03-24,online,82.125.214.27
CL-0265,TX-02265,2024-02-06,online,19.101.53.130
CL-0266,TX-02266,2023-11-21,app_movil,198.192.244.131
